,Date,TS_Value
0,2022-04-07 00:57:41.244607,0.0
1,2022-04-08 00:57:41.244607,0.5
2,2022-04-09 00:57:41.244607,0.7
3,2022-04-10 00:57:41.244607,1.3357419667158048
4,2022-04-11 00:57:41.244607,0.8798376848056905
5,2022-04-12 00:57:41.244607,1.5803451115666787
6,2022-04-13 00:57:41.244607,1.5566753710079175
7,2022-04-14 00:57:41.244607,1.3343260585346952
8,2022-04-15 00:57:41.244607,1.9534516578570589
9,2022-04-16 00:57:41.244607,1.371466135832386
10,2022-04-17 00:57:41.244607,1.8276074360678507
11,2022-04-18 00:57:41.244607,1.8281977416386481
12,2022-04-19 00:57:41.244607,1.67317661540469
13,2022-04-20 00:57:41.244607,1.6350584140204587
14,2022-04-21 00:57:41.244607,2.0772437918329425
15,2022-04-22 00:57:41.244607,2.052260526408677
16,2022-04-23 00:57:41.244607,1.623622973652155
17,2022-04-24 00:57:41.244607,2.139113699020383
18,2022-04-25 00:57:41.244607,1.8112587809058984
19,2022-04-26 00:57:41.244607,1.6427372894358445
20,2022-04-27 00:57:41.244607,1.4972115938360893
21,2022-04-28 00:57:41.244607,1.2503497028275625
22,2022-04-29 00:57:41.244607,2.0178290363921736
23,2022-04-30 00:57:41.244607,1.7369496363693409
24,2022-05-01 00:57:41.244607,1.252090163547284
25,2022-05-02 00:57:41.244607,1.22164690878057
26,2022-05-03 00:57:41.244607,1.4101041721277174
27,2022-05-04 00:57:41.244607,1.339751161884601
28,2022-05-05 00:57:41.244607,1.2004045906708127
29,2022-05-06 00:57:41.244607,1.4968624086104432
30,2022-05-07 00:57:41.244607,1.2960768087862835
31,2022-05-08 00:57:41.244607,1.7587892211852856
32,2022-05-09 00:57:41.244607,1.5468346552231924
33,2022-05-10 00:57:41.244607,1.7182110209495685
34,2022-05-11 00:57:41.244607,1.6066498160299107
35,2022-05-12 00:57:41.244607,1.3665555059913048
36,2022-05-13 00:57:41.244607,1.4178829605147858
37,2022-05-14 00:57:41.244607,1.781279788949619
38,2022-05-15 00:57:41.244607,1.4171078317263772
39,2022-05-16 00:57:41.244607,1.7476360274585745
40,2022-05-17 00:57:41.244607,1.5298027371461307
41,2022-05-18 00:57:41.244607,1.779928276928886
42,2022-05-19 00:57:41.244607,1.7323886539606075
43,2022-05-20 00:57:41.244607,2.004085124383387
44,2022-05-21 00:57:41.244607,1.3338012772572396
45,2022-05-22 00:57:41.244607,1.5623681178061557
46,2022-05-23 00:57:41.244607,1.2881523871397047
47,2022-05-24 00:57:41.244607,1.0374982676781006
48,2022-05-25 00:57:41.244607,1.9456386451394576
49,2022-05-26 00:57:41.244607,1.5434535361940767
50,2022-05-27 00:57:41.244607,1.0589180647191718
51,2022-05-28 00:57:41.244607,1.5667137721897846
52,2022-05-29 00:57:41.244607,1.375782844150915
53,2022-05-30 00:57:41.244607,1.0783990554212552
54,2022-05-31 00:57:41.244607,1.92812409093358
55,2022-06-01 00:57:41.244607,0.987607763448931
56,2022-06-02 00:57:41.244607,1.2580244739094337
57,2022-06-03 00:57:41.244607,2.011675185498127
58,2022-06-04 00:57:41.244607,1.1401985042177927
59,2022-06-05 00:57:41.244607,1.0673944503546209
60,2022-06-06 00:57:41.244607,1.8408416666255534
61,2022-06-07 00:57:41.244607,1.09239471572644
62,2022-06-08 00:57:41.244607,1.4254382028699781
63,2022-06-09 00:57:41.244607,1.2353328020233558
64,2022-06-10 00:57:41.244607,1.6286714210167768
65,2022-06-11 00:57:41.244607,1.139504693043885
66,2022-06-12 00:57:41.244607,1.1703196502133024
67,2022-06-13 00:57:41.244607,1.5868021509933175
68,2022-06-14 00:57:41.244607,1.7711713779406382
69,2022-06-15 00:57:41.244607,1.8081119689505116
70,2022-06-16 00:57:41.244607,1.976460728671394
71,2022-06-17 00:57:41.244607,1.3222929368427683
72,2022-06-18 00:57:41.244607,1.2324131074095888
73,2022-06-19 00:57:41.244607,1.8551688885532924
74,2022-06-20 00:57:41.244607,1.6040085226426084
75,2022-06-21 00:57:41.244607,1.9479241804673393
76,2022-06-22 00:57:41.244607,1.781417179321917
77,2022-06-23 00:57:41.244607,1.8686588094143401
78,2022-06-24 00:57:41.244607,1.5667650097656667
79,2022-06-25 00:57:41.244607,1.5679860516655078
80,2022-06-26 00:57:41.244607,1.6971483947008292
81,2022-06-27 00:57:41.244607,1.3032282740072283
82,2022-06-28 00:57:41.244607,1.2214773045237721
83,2022-06-29 00:57:41.244607,1.2640036734662194
84,2022-06-30 00:57:41.244607,1.1485089691563297
85,2022-07-01 00:57:41.244607,1.0726493393510015
86,2022-07-02 00:57:41.244607,1.0264960105843381
87,2022-07-03 00:57:41.244607,1.0793923216781214
88,2022-07-04 00:57:41.244607,1.689294169792307
89,2022-07-05 00:57:41.244607,1.5500032456125772
90,2022-07-06 00:57:41.244607,1.125617034544362
91,2022-07-07 00:57:41.244607,1.4702401799935703
92,2022-07-08 00:57:41.244607,1.866573357269576
93,2022-07-09 00:57:41.244607,1.3257786208594546
94,2022-07-10 00:57:41.244607,2.0077047132213663
95,2022-07-11 00:57:41.244607,1.488072925135122
96,2022-07-12 00:57:41.244607,1.4158334161275483
97,2022-07-13 00:57:41.244607,1.7775430030903892
98,2022-07-14 00:57:41.244607,1.520063626227404
99,2022-07-15 00:57:41.244607,1.4778581551965124
100,2022-07-16 00:57:41.244607,1.7084376079507626
101,2022-07-17 00:57:41.244607,1.433874854524456
102,2022-07-18 00:57:41.244607,1.1131370020861686
103,2022-07-19 00:57:41.244607,1.0968224862207947
104,2022-07-20 00:57:41.244607,1.2219290953779114
105,2022-07-21 00:57:41.244607,1.4668500912800146
106,2022-07-22 00:57:41.244607,1.3553720309880966
107,2022-07-23 00:57:41.244607,1.0943628525356117
108,2022-07-24 00:57:41.244607,1.442386489591812
109,2022-07-25 00:57:41.244607,1.9195976901240965
110,2022-07-26 00:57:41.244607,0.9960794150586278
111,2022-07-27 00:57:41.244607,1.1165647780180814
112,2022-07-28 00:57:41.244607,1.8945172397263552
113,2022-07-29 00:57:41.244607,1.0330231757337442
114,2022-07-30 00:57:41.244607,1.8505896915769626
115,2022-07-31 00:57:41.244607,1.283018700959582
116,2022-08-01 00:57:41.244607,1.102108385093565
117,2022-08-02 00:57:41.244607,1.7994400451254577
118,2022-08-03 00:57:41.244607,1.2319978707619887
119,2022-08-04 00:57:41.244607,1.5593200601270294
120,2022-08-05 00:57:41.244607,1.6801639994458153
121,2022-08-06 00:57:41.244607,1.175891380471413
122,2022-08-07 00:57:41.244607,1.8129522298608083
123,2022-08-08 00:57:41.244607,1.6095951814105764
124,2022-08-09 00:57:41.244607,1.4896451744449026
125,2022-08-10 00:57:41.244607,1.9039783860169746
126,2022-08-11 00:57:41.244607,1.4555351301862485
127,2022-08-12 00:57:41.244607,1.2475161215891368
128,2022-08-13 00:57:41.244607,1.7739580561539812
129,2022-08-14 00:57:41.244607,1.9472918846574159
130,2022-08-15 00:57:41.244607,1.3577073314188246
131,2022-08-16 00:57:41.244607,1.2554551307079547
132,2022-08-17 00:57:41.244607,1.5150557802385582
133,2022-08-18 00:57:41.244607,1.237055861149544
134,2022-08-19 00:57:41.244607,1.5774381775105697
135,2022-08-20 00:57:41.244607,1.8037027606665625
136,2022-08-21 00:57:41.244607,1.2780541595545234
137,2022-08-22 00:57:41.244607,1.2905213744095647
138,2022-08-23 00:57:41.244607,1.1543330683424409
139,2022-08-24 00:57:41.244607,1.8735584846383626
140,2022-08-25 00:57:41.244607,1.6043066143146114
141,2022-08-26 00:57:41.244607,1.0483229181732527
142,2022-08-27 00:57:41.244607,1.8244211964005899
143,2022-08-28 00:57:41.244607,1.434249317057841
144,2022-08-29 00:57:41.244607,1.4259749266642672
145,2022-08-30 00:57:41.244607,1.6994428464416969
