,Date,TS_Value
0,2022-04-07 00:40:49.763108,3.8795260516718186
1,2022-04-08 00:40:49.763108,3.5697829342600893
2,2022-04-09 00:40:49.763108,3.504408163392696
3,2022-04-10 00:40:49.763108,3.715934497847038
4,2022-04-11 00:40:49.763108,3.5952833575071472
5,2022-04-12 00:40:49.763108,3.6908251388027216
6,2022-04-13 00:40:49.763108,3.831727234216759
7,2022-04-14 00:40:49.763108,4.140149821537249
8,2022-04-15 00:40:49.763108,3.8576971808812788
9,2022-04-16 00:40:49.763108,4.219791742026941
10,2022-04-17 00:40:49.763108,3.735271591141897
11,2022-04-18 00:40:49.763108,3.809309165546996
12,2022-04-19 00:40:49.763108,3.885657247696746
13,2022-04-20 00:40:49.763108,3.9799108373977314
14,2022-04-21 00:40:49.763108,3.645912106147804
15,2022-04-22 00:40:49.763108,3.813530211651491
16,2022-04-23 00:40:49.763108,4.3029417788005375
17,2022-04-24 00:40:49.763108,4.577444179487896
18,2022-04-25 00:40:49.763108,4.309921712017766
19,2022-04-26 00:40:49.763108,3.5956270195855033
20,2022-04-27 00:40:49.763108,3.681870296616525
21,2022-04-28 00:40:49.763108,4.059172998959565
22,2022-04-29 00:40:49.763108,3.573215974629943
23,2022-04-30 00:40:49.763108,3.288771106318803
24,2022-05-01 00:40:49.763108,4.011426170846247
25,2022-05-02 00:40:49.763108,4.275943541098182
26,2022-05-03 00:40:49.763108,3.6729245114443327
27,2022-05-04 00:40:49.763108,3.880860564801873
28,2022-05-05 00:40:49.763108,3.9773010727817124
29,2022-05-06 00:40:49.763108,4.008411338068321
30,2022-05-07 00:40:49.763108,3.5296164069056886
31,2022-05-08 00:40:49.763108,3.8010522174973214
32,2022-05-09 00:40:49.763108,3.9218109713934557
33,2022-05-10 00:40:49.763108,3.4570433463098222
34,2022-05-11 00:40:49.763108,3.242247057389613
35,2022-05-12 00:40:49.763108,3.5147262384989233
36,2022-05-13 00:40:49.763108,4.075498358199847
37,2022-05-14 00:40:49.763108,4.190057009329
38,2022-05-15 00:40:49.763108,4.4335314555287315
39,2022-05-16 00:40:49.763108,4.0295575419945076
40,2022-05-17 00:40:49.763108,4.042492310086913
41,2022-05-18 00:40:49.763108,3.841722692243218
42,2022-05-19 00:40:49.763108,3.5272637398820605
43,2022-05-20 00:40:49.763108,3.9317850451498133
44,2022-05-21 00:40:49.763108,3.563722612871377
45,2022-05-22 00:40:49.763108,4.221175553917501
46,2022-05-23 00:40:49.763108,4.167307497192434
47,2022-05-24 00:40:49.763108,4.242065364499399
48,2022-05-25 00:40:49.763108,3.6514293969165488
49,2022-05-26 00:40:49.763108,3.8290528347654917
50,2022-05-27 00:40:49.763108,3.6561194014922895
51,2022-05-28 00:40:49.763108,3.9973022638679727
52,2022-05-29 00:40:49.763108,3.6264791534768532
53,2022-05-30 00:40:49.763108,3.882264458999013
54,2022-05-31 00:40:49.763108,3.6208797822137337
55,2022-06-01 00:40:49.763108,3.757862788723584
