id,time,read,write
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,4.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,5.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,3.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,2.0
a0,2021-01-18 00:00:00,0.0,1.0
a0,2021-01-18 00:00:00,0.0,4.0
